ROW_ID,ITEMID,VPICU VARIABLE,LABEL,CATEGORY,UNITNAME,ABBREVIATION,DBSOURCE,LINKSTO,PARAM_TYPE,CONCEPTID,Msmts / hour,Total msmts,Patients with >1 msmt,% patients 100% missing,Mean,Stddev
4156,6344,6344,,CUFF PRESS.,,,,carevue,chartevents,,,,,,,,
13334,224417,224417,,Cuff Pressure,Respiratory,cmH2O,Cuff Pressure,metavision,chartevents,Numeric,,,,,,,
1180,1003,1003,,cuff pressure,,,,carevue,chartevents,,,,,,,,
1774,5668,5668,,CUFF PRESSURE,,,,carevue,chartevents,,,,,,,,
4157,6346,6346,,Cuff Pressure,,,,carevue,chartevents,,,,,,,,
144,141,141,,Cuff Pressure-Airway,,,,carevue,chartevents,,,,,,,,
13335,224418,224418,,Cuff Volume (mL),Respiratory,mL,Cuff Volume (mL),metavision,chartevents,Numeric,,,,,,,
13239,224680,224680,,Cuff Volume/units,Respiratory,,Units,metavision,,Text,,,,,,,
13776,225183,225183,,Current Goal,Dialysis,mL,Current Goal,metavision,chartevents,Numeric,,,,,,,
145,142,142,,Current Goal,,,,carevue,chartevents,,,,,,,,
11127,42491,42491,,Current goal,,,,carevue,inputevents_cv,,,,,,,,
2212,4180,4180,,Current Level,,,,carevue,chartevents,,,,,,,,
13435,224662,224662,,Current Used/mA,Pain/Sedation,mA,Current Used/mA,metavision,chartevents,Numeric,,,,,,,
13734,225113,225113,,Currently experiencing pain,Adm History/FHPA,,Currently experiencing pain,metavision,chartevents,Checkbox,,,,,,,
12513,80174,80174,,CURVULARIA SP.,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
9556,45104,45104,,CUTANEOUS WOUND DRG,,,,carevue,inputevents_cv,,,,,,,,
13992,225811,225811,,CV - past medical history,Adm History/FHPA,,CV - PMH,metavision,,Text,,,,,,,
2081,5991,5991,,CVL,,,,carevue,chartevents,,,,,,,,
958,3344,3344,,CVL Dressing Change,,,,carevue,chartevents,,,,,,,,
3968,4304,4304,,CVL site,,,,carevue,chartevents,,,,,,,,
146,143,143,,CvO2,,,,carevue,chartevents,,,,,,,,
118,113,113,,CVP,,,,carevue,chartevents,,,,,,,,
1250,1103,1103,,cvp,,,,carevue,chartevents,,,,,,,,
4962,8511,8511,,CVP Alarm [High],,,,carevue,chartevents,,,,,,,,
4992,8548,8548,,CVP Alarm [High],,,,carevue,chartevents,,,,,,,,
959,3345,3345,,CVP Alarm [Low],,,,carevue,chartevents,,,,,,,,
1917,5814,5814,,CVP Alarm [Low],,,,carevue,chartevents,,,,,,,,
10503,46769,46769,,cvvdh rescue line,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
6542,41897,41897,,CVVH OUTPUT FROM OR,,,,carevue,outputevents,,,,,,,,
10506,46773,46773,,CVVHD NS line flush,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9351,46172,46172,,CVVHDF CA GLUC,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11988,46173,46173,,CVVHDF KCL,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
4748,7668,7668,,CXT site,,,,carevue,chartevents,,,,,,,,
987,3381,3381,,Cyclogyl,,,,carevue,chartevents,,,,,,,,
988,3382,3382,,Cyclomydril,,,,carevue,chartevents,,,,,,,,
1880,5777,5777,,Cyclomydril eye drop,,,,carevue,chartevents,,,,,,,,
2661,5020,5020,,Cyclopentalate,,,,carevue,chartevents,,,,,,,,
1683,4875,4875,,cyclopentolate,,,,carevue,chartevents,,,,,,,,
1687,4889,4889,,Cyclopentolate,,,,carevue,chartevents,,,,,,,,
1453,4414,4414,,cyclopentolate 1%,,,,carevue,chartevents,,,,,,,,
2049,5957,5957,,Cyclopentolate 1%,,,,carevue,chartevents,,,,,,,,
11440,45010,45010,,Cyclospoprin,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
711,792,792,,Cyclosporin,Drug Level,,,carevue,chartevents,,,,,,,,
10869,41093,41093,,Cyclosporin,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7885,42813,42813,,CYCLOSPORIN,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8788,43677,43677,,cyclosporin,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
4257,6553,6553,,cyclosporin,,,,carevue,chartevents,,,,,,,,
2201,5587,5587,,CYCLOSPORIN --MG/HR,,,,carevue,chartevents,,,,,,,,
8146,44324,44324,,cyclosporin 2mg/hr,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
2202,5588,5588,,cyclosporin 3mg/hr,,,,carevue,chartevents,,,,,,,,
8153,44331,44331,,cyclosporin 4mg/hr,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8798,43693,43693,,cyclosporin iv drip,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3865,2920,2920,,cyclosporin mg/h,,,,carevue,chartevents,,,,,,,,
6921,41193,41193,,cyclosporine,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9969,45661,45661,,Cyclosporine,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
14780,227534,227534,,Cyclosporine,Medications,mg,Cyclosporine,metavision,inputevents_mv,Solution,,,,,,,
1741,5633,5633,,cyclosporine,,,,carevue,chartevents,,,,,,,,
4652,7435,7435,,Cyclosporine   mg/hr,,,,carevue,chartevents,,,,,,,,
1893,5790,5790,,Cyclosporine mg/hr,,,,carevue,chartevents,,,,,,,,
12482,80143,80143,,CYTOMEGALOVIRUS ,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
9031,43997,43997,,D 10W bolus,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11363,44570,44570,,d 10w bolus,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5235,30317,30317,,D 12.5 W,,,,carevue,inputevents_cv,,,,,,,,
5246,30328,30328,,D 30W,,,,carevue,inputevents_cv,,,,,,,,
8770,43648,43648,,D-10 Bolus,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
2978,1526,1526,,D-Dimer,Coags,,,carevue,chartevents,,,,,,,,
14090,225636,225636,,D-Dimer,Labs,None,D-Dimer,metavision,chartevents,Numeric,,,,,,,
712,793,793,,D-Dimer (0-500),Coags,,,carevue,chartevents,,,,,,,,
15234,228240,228240,,D-Dimer (SOFT),Labs,None,D-Dimer (SOFT),metavision,chartevents,Numeric with tag,,,,,,,
3758,2748,2748,,D02,,,,carevue,chartevents,,,,,,,,
3727,2695,2695,,D02-1,,,,carevue,chartevents,,,,,,,,
9748,45359,45359,,d10 1/2 NS,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7152,43168,43168,,d10 bolus,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7205,43229,43229,,D10 bolus,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7375,43471,43471,,D10 Bolus,,,,carevue,inputevents_cv,,,,,,,,
10332,46546,46546,,"""D10"," 1/2NS""",Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10386,46630,46630,,D10NSS,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
893,3258,3258,,d10w,,,,carevue,chartevents,,,,,,,,
5275,30187,30187,,D10W,,,,carevue,inputevents_cv,,,,,,,,
11047,43228,43228,,D10W BOLUS,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11099,43418,43418,,D10w BOLUS,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11101,43423,43423,,D10W bolus,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8723,43586,43586,,D10w Bolus,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
2131,5392,5392,,D10W bolus,,,,carevue,chartevents,,,,,,,,
5293,30214,30214,,D10W flush,,,,carevue,inputevents_cv,,,,,,,,
11081,43320,43320,,D10W NSS W/.5Uhep.:,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12005,46216,46216,,D10W with heparin,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10000,45692,45692,,D10W-4meqKCL-repogle,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12131,45371,45371,,D10W+2meq NaAcetate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11107,43438,43438,,D12.5 bolus,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7263,43321,43321,,D14.5 lytes and hep,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9416,46258,46258,,D15 bolus,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5236,30318,30318,,D15W,,,,carevue,inputevents_cv,,,,,,,,
5240,30322,30322,,D17.5W,,,,carevue,inputevents_cv,,,,,,,,
5237,30319,30319,,D20W,,,,carevue,inputevents_cv,,,,,,,,
5238,30320,30320,,D25W,,,,carevue,inputevents_cv,,,,,,,,
8311,44537,44537,,D5 .2,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7959,42921,42921,,d5 .225 with 20meq l,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11928,44206,44206,,D5 0.25%NS 20mEq KCl,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9267,46061,46061,,D5 0.45N/S+NAHCO3,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
14002,225823,225823,,D5 1/2NS,Fluids/Intake,mL,D5 1/2NS,metavision,inputevents_mv,Solution,,,,,,,
4615,7345,7345,,D5 1/2ns w/20meq kcl,,,,carevue,chartevents,,,,,,,,
11553,43699,43699,,d5 1/4 ns,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8001,42980,42980,,D5 1/4 SODIUM BICARB,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
14373,225941,225941,,D5 1/4NS,Fluids/Intake,mL,D5 1/4NS,metavision,inputevents_mv,Solution,,,,,,,
11485,44791,44791,,D5 150meq NA Bicarb,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
14357,225919,225919,,D5 Aminosyn 3.5%,Nutrition - Supplements,mL,D5 Aminosyn 3.5%,metavision,inputevents_mv,Solution,,,,,,,
5401,30098,30098,,D5 Aminosyn 3.5%,,,,carevue,inputevents_cv,,,,,,,,
11314,44386,44386,,D5 LR with 40mEq K+,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5149,30160,30160,,D5 Normal Saline,,,,carevue,inputevents_cv,,,,,,,,
5438,30159,30159,,D5 Ringers Lact.,,,,carevue,inputevents_cv,,,,,,,,
11946,44255,44255,,D5 WITH 3 AMPS BICAB,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10816,42025,42025,,D5.45 60K,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5345,30014,30014,,D5/.2NS,,,,carevue,inputevents_cv,,,,,,,,
5346,30015,30015,,D5/.45NS,,,,carevue,inputevents_cv,,,,,,,,
11345,44472,44472,,D50,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
4784,7773,7773,,D50 amp bolus,,,,carevue,chartevents,,,,,,,,
10427,46671,46671,,D50.45%NS + 60MQ KCL,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11389,44632,44632,,D50%,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8370,44635,44635,,D50% (50g/100cc),Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
2642,6248,6248,,d51/2NSc 20meq kcl,,,,carevue,chartevents,,,,,,,,
9180,44207,44207,,D51/4 w/40meq Kcl,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8952,43904,43904,,D51/4NS+100MeqNaHCO3,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
14004,225827,225827,,D5LR,Fluids/Intake,mL,D5LR,metavision,inputevents_mv,Solution,,,,,,,
7999,42978,42978,,D5LR 20KCL,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8436,44915,44915,,D5LR 40K,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7580,42409,42409,,D5LR W/40K,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
14003,225825,225825,,D5NS,Fluids/Intake,mL,D5NS,metavision,inputevents_mv,Solution,,,,,,,
5375,30060,30060,,D5NS,,,,carevue,inputevents_cv,,,,,,,,
9759,45374,45374,,D5NS 40K,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12127,45358,45358,,d5ns with 40 meqkcl,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5376,30061,30061,,D5RL,,,,carevue,inputevents_cv,,,,,,,,
11318,44399,44399,,D5RL 20KCL,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3228,1848,1848,,D5W,,,,carevue,chartevents,,,,,,,,
5096,30013,30013,,D5W,,,,carevue,inputevents_cv,,,,,,,,
10400,46644,46644,,D5W & 150 MEQ NAHCO3,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
12074,45161,45161,,D5W & 3 AMP BICARB,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9632,45206,45206,,D5W & 3 AMP BICARD,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8823,43733,43733,,D5W & 40Gm CaGluc,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
1765,5659,5659,,D5W & 40Gm CaGluc,,,,carevue,chartevents,,,,,,,,
6823,41066,41066,,d5w & 6gm ca+ glucon,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8378,44648,44648,,D5W + 150MEQ BICARB,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7568,42395,42395,,D5W + 40 KCL,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9490,46361,46361,,D5W +3 Amps NaHco3,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10265,46455,46455,,D5W +NaHcO3,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7937,42888,42888,,D5W 10%ALCOHOL,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8900,43823,43823,,D5W 100MEQ BICARB,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
19,1460,1460,,D5W 100meq NaHC03,,,,carevue,chartevents,,,,,,,,
6822,41065,41065,,d5w 10gm ca+ glucon,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3004,1552,1552,,d5w 10gm ca+ glucon,,,,carevue,chartevents,,,,,,,,
10053,45776,45776,,D5w 150meq bicab,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9685,45282,45282,,D5W 150MEQ BICARB,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
6338,41824,41824,,D5W 150meq NAHCO3,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8818,43725,43725,,D5W 150meq Sod Bicar,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9760,45376,45376,,D5W 15mM Phos/22MEQK,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7943,42898,42898,,D5W 20GMS CA GLUC,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11238,42897,42897,,D5W 300MEQ BICARB,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9058,44041,44041,,D5W 50 meq Ca Acetat,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8700,44893,44893,,D5W 500ml bolus,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9583,45131,45131,,D5W Bicarb,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8157,44335,44335,,D5W Bolus,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5292,30213,30213,,D5W flush,,,,carevue,inputevents_cv,,,,,,,,
8490,44987,44987,,d5w NHCO3 150,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11854,43905,43905,,D5W via J-tube,Free Form Intake,,,carevue,outputevents,,,,,,,,
9202,44241,44241,,D5W VIA J-TUBE,Free Form Intake,,,carevue,outputevents,,,,,,,,
11620,42346,42346,,D5W VIA PEG,Free Form Intake,,,carevue,outputevents,,,,,,,,
11189,42707,42707,,d5w w 10% etoh,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8068,43062,43062,,D5W w/ 40gms cagluc,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8313,44539,44539,,D5W W/ NAHCO3 150MEQ,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7601,42430,42430,,D5W w/20gm CaGluc,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9465,46323,46323,,D5W w/30mmolNaPhos,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9384,46226,46226,,D5W w/40meq K,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
10356,46585,46585,,D5W with 150MEQ HCO3,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9093,44100,44100,,D5W with 3amps NaHC3,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8602,44742,44742,,D5W WITH BICARB,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9502,46383,46383,,D5W/0.9NS with meds,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11244,42915,42915,,D5W/10GM CAGLUC,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11788,46749,46749,,D5W/150MEQ NA BICARB,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11199,42736,42736,,D5W/154MEQ NAACETATE,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11302,43140,43140,,D5W/1L/2AMP BICARB,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7641,42481,42481,,d5w/20g cagluc/L,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7899,42827,42827,,D5W/20GM CA GLU,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8112,43126,43126,,d5w/40 gm ca gluc,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9560,45108,45108,,D5W/amino acid 4.25%,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7639,42478,42478,,D5W/Ca Gluc 20Gm,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7956,42917,42917,,D5W/CAGLU 40GMS,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11390,44634,44634,,d5w& 3 amp nabicarb,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9057,44038,44038,,d5w&25meqk+acetate,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9566,45114,45114,,D5W&Mucomyst,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
5161,30189,30189,,D7.5W,,,,carevue,inputevents_cv,,,,,,,,
990,3384,3384,,Dad held infant,,,,carevue,chartevents,,,,,,,,
991,3385,3385,,Dad in to visit,,,,carevue,chartevents,,,,,,,,
14746,227375,227375,,Daily Wake Up,Pain/Sedation,,Daily Wake Up,metavision,,Text,,,,,,,
15432,228298,228298,,Daily Wake Up,Pain/Sedation,,Daily Wake Up,metavision,,Text,,,,,,,
1429,1425,1425,,Daily Wake Up,,,,carevue,chartevents,,,,,,,,
12771,223780,223780,,Daily Wake Up Deferred,Pain/Sedation,,Daily Wake Up Deferred,metavision,,Text,,,,,,,
15431,228297,228297,,Daily Wake Up Deferred,Pain/Sedation,,Daily Wake Up Deferred,metavision,,Text,,,,,,,
14055,225900,225900,,Dalfopristin/Quinupristin (Synercid),Antibiotics,dose,Dalfopristin/Quinupristin (Synercid),metavision,inputevents_mv,Solution,,,,,,,
1897,5794,5794,,DaPT,,,,carevue,chartevents,,,,,,,,
12681,90030,90030,,DAPTOMYCIN,ANTIBACTERIUM,,,hospital,microbiologyevents,,,,,,,,
14028,225863,225863,,Daptomycin,Antibiotics,dose,Daptomycin,metavision,inputevents_mv,Solution,,,,,,,
12864,220866,220866,,Darrow,Fluids - Other (Not In Use),mL,Darrow,metavision,inputevents_mv,Solution,,,,,,,
15127,227907,227907,,Date - Student,OT Notes,,Date - Student,metavision,datetimeevents,Date time,,,,,,,
15128,227911,227911,,Date - Therapist,OT Notes,,Date - Therapist,metavision,datetimeevents,Date time,,,,,,,
13662,225279,225279,,Date of Admission to Hospital,Adm History/FHPA,,Date of Admission to Hospital,metavision,datetimeevents,Date time,,,,,,,
14392,226515,226515,,Date of Birth,ADT,,DOB,metavision,datetimeevents,Date time,,,,,,,
15428,228631,228631,,Date signed,Research Enrollment Note,,Date signed,metavision,datetimeevents,Date time,,,,,,,
14572,226621,226621,,Davol,Drains,mL,Davol,metavision,outputevents,Numeric,,,,,,,
992,3386,3386,,Day of Life,,,,carevue,chartevents,,,,,,,,
993,3388,3388,,Decadron,,,,carevue,chartevents,,,,,,,,
1943,5842,5842,,Decadron drops,,,,carevue,chartevents,,,,,,,,
1878,5775,5775,,Decadron nose drops,,,,carevue,chartevents,,,,,,,,
2969,1515,1515,,decub drsg change,,,,carevue,chartevents,,,,,,,,
1397,1388,1388,,decub drsg.,,,,carevue,chartevents,,,,,,,,
3544,2423,2423,,DECUBITI CARE,,,,carevue,chartevents,,,,,,,,
3822,2836,2836,,DEEP BREATH & COUGH,,,,carevue,chartevents,,,,,,,,
3837,2863,2863,,DEEP BREATH&COUGH,,,,carevue,chartevents,,,,,,,,
3574,2469,2469,,deflate rectal foley,,,,carevue,chartevents,,,,,,,,
844,3191,3191,,DEFLATE RECTAL TUBE,,,,carevue,chartevents,,,,,,,,
2370,8054,8054,,deistin,,,,carevue,chartevents,,,,,,,,
15465,228332,228332,,Delirium assessment,Pain/Sedation,,Delirium assessment,metavision,,Text,,,,,,,
5386,30075,30075,,Deliver 2.0,,,,carevue,inputevents_cv,,,,,,,,
3866,2921,2921,,Delta P,,,,carevue,chartevents,,,,,,,,
12617,80278,80278,,DEMATIACEOUS MOLD,ORGANISM,,,hospital,microbiologyevents,,,,,,,,
5807,40667,40667,,demerol,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
6692,40902,40902,,Demerol,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
1279,1187,1187,,demerol,,,,carevue,chartevents,,,,,,,,
1334,1317,1317,,DEMEROL,,,,carevue,chartevents,,,,,,,,
1379,1370,1370,,Demerol,,,,carevue,chartevents,,,,,,,,
1253,1107,1107,,DEMEROL DRIP,,,,carevue,chartevents,,,,,,,,
15312,228119,228119,,Depth at which wedge obtained (PA Line),PA Line Insertion,cm,Depth at which wedge obtained (PA Line),metavision,chartevents,Numeric,,,,,,,
2543,6142,6142,,derm consult,,,,carevue,chartevents,,,,,,,,
3998,4374,4374,,desetin,,,,carevue,chartevents,,,,,,,,
2254,4236,4236,,DESITIN,,,,carevue,chartevents,,,,,,,,
3996,4372,4372,,Desitin,,,,carevue,chartevents,,,,,,,,
1563,4641,4641,,desitin,,,,carevue,chartevents,,,,,,,,
1664,4840,4840,,desitin cream,,,,carevue,chartevents,,,,,,,,
1638,4784,4784,,desitin ointment,,,,carevue,chartevents,,,,,,,,
1980,5883,5883,,desitin prn,,,,carevue,chartevents,,,,,,,,
2092,6002,6002,,Desitin prn,,,,carevue,chartevents,,,,,,,,
4616,7349,7349,,Dexamethasone,,,,carevue,chartevents,,,,,,,,
1714,4950,4950,,Dexamethasone drops,,,,carevue,chartevents,,,,,,,,
4676,7500,7500,,dexamethasone drops,,,,carevue,chartevents,,,,,,,,
2122,5356,5356,,Dexamethasone eye ds,,,,carevue,chartevents,,,,,,,,
1873,5770,5770,,dexamethasone eye ds,,,,carevue,chartevents,,,,,,,,
1729,5612,5612,,Dexamethasone gtts,,,,carevue,chartevents,,,,,,,,
2378,8070,8070,,dexamethasone gtts,,,,carevue,chartevents,,,,,,,,
2175,5528,5528,,Dexamethasone nasal,,,,carevue,chartevents,,,,,,,,
1704,4926,4926,,"""Dexamethasone"," gtts""",,,,carevue,chartevents,,,,,,,,
10296,46492,46492,,Dexmedetomide,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
8119,43136,43136,,DEXMEDETOMIDINE,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
9451,46301,46301,,dexmedetomidine,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3390,2091,2091,,dexmedetomidine,,,,carevue,chartevents,,,,,,,,
4012,8192,8192,,Dexmedetomidine,,,,carevue,chartevents,,,,,,,,
13750,225150,225150,,Dexmedetomidine (Precedex),Medications,mcg,Dexmedetomidine (Precedex),metavision,inputevents_mv,Solution,,,,,,,
3159,1713,1713,,Dexmedetomine HCl,,,,carevue,chartevents,,,,,,,,
5971,40033,40033,,DEXTRAN,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
7974,42944,42944,,dextran,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
11781,46729,46729,,Dextran,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
4442,6937,6937,,Dextran,,,,carevue,chartevents,,,,,,,,
13979,225795,225795,,Dextran 40,Blood Products/Colloids,mL,Dextran 40,metavision,inputevents_mv,Solution,,,,,,,
5343,30011,30011,,Dextran 40,,,,carevue,inputevents_cv,,,,,,,,
774,3087,3087,,DEXTRAN 40  10%,,,,carevue,chartevents,,,,,,,,
12903,221000,221000,,Dextran 40 / Dextrose 5% (Gentran - Rheomacrodex),Fluids - Other (Not In Use),mL,Dextran 40 / Dextrose 5%,metavision,inputevents_mv,Solution,,,,,,,
12904,221001,221001,,"""Dextran 40 / Saline 0","9% (Gentran - Rheomacrodex)""",Fluids - Other (Not In Use),mL,"""Dextran 40 / Saline 0","9%""",metavision,inputevents_mv,Solution,,,,,,,
775,3088,3088,,DEXTRAN 40%,,,,carevue,chartevents,,,,,,,,
13980,225796,225796,,Dextran 70,Blood Products/Colloids,mL,Dextran 70,metavision,inputevents_mv,Solution,,,,,,,
12905,221002,221002,,Dextran 70 / Dextrose 5% (Gentran - Macrodex - RescueFlow),Fluids - Other (Not In Use),mL,Dextran 70 / Dextrose 5%,metavision,inputevents_mv,Solution,,,,,,,
12906,221003,221003,,"""Dextran 70 / Saline 0","9% (Gentran - Macrodex - RescueFlow)""",Fluids - Other (Not In Use),mL,"""Dextran 70 / Saline 0","9%""",metavision,inputevents_mv,Solution,,,,,,,
7996,42975,42975,,DEXTRAN DRIP,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3605,2510,2510,,DEXTRAN LML 10%,,,,carevue,chartevents,,,,,,,,
11197,42731,42731,,Dextran40 10%,Free Form Intake,,,carevue,inputevents_cv,,,,,,,,
3254,1886,1886,,dextrose,,,,carevue,chartevents,,,,,,,,
12866,220950,220950,,Dextrose 10%,Fluids/Intake,mL,Dextrose 10%,metavision,inputevents_mv,Solution,,,,,,,
